timestamp,speed,gender,age,height,current_weight,target_weight,weeks_to_achieve
2024-01-01 17:16:00,8.6,female,25,160,60,55,10
2024-01-01 17:16:05,8.8,female,25,160,60,55,10
2024-01-01 17:16:10,9.2,female,25,160,60,55,10
2024-01-01 17:16:15,9.4,female,25,160,60,55,10
2024-01-01 17:16:20,9.6,female,25,160,60,55,10
2024-01-01 17:16:25,9.7,female,25,160,60,55,10
2024-01-01 17:16:30,10.4,female,25,160,60,55,10
2024-01-01 17:16:35,10.5,female,25,160,60,55,10
2024-01-01 17:16:40,11.2,female,25,160,60,55,10
2024-01-01 17:16:45,10.8,female,25,160,60,55,10
2024-01-01 17:16:50,11.5,female,25,160,60,55,10
2024-01-01 17:16:55,11.2,female,25,160,60,55,10
2024-01-01 17:17:00,10.9,female,25,160,60,55,10
2024-01-01 17:17:05,10.5,female,25,160,60,55,10
2024-01-01 17:17:10,10.1,female,25,160,60,55,10
2024-01-01 17:17:15,10.4,female,25,160,60,55,10
2024-01-01 17:17:20,10.3,female,25,160,60,55,10
2024-01-01 17:17:25,10.0,female,25,160,60,55,10
2024-01-01 17:17:30,9.7,female,25,160,60,55,10
2024-01-01 17:17:35,9.5,female,25,160,60,55,10
2024-01-01 17:17:40,9.2,female,25,160,60,55,10
2024-01-01 17:17:45,9.7,female,25,160,60,55,10
2024-01-01 17:17:50,10.2,female,25,160,60,55,10
2024-01-01 17:17:55,10.6,female,25,160,60,55,10
2024-01-01 17:18:00,10.7,female,25,160,60,55,10
2024-01-01 17:18:05,10.7,female,25,160,60,55,10
2024-01-01 17:18:10,10.7,female,25,160,60,55,10
2024-01-01 17:18:15,10.6,female,25,160,60,55,10
2024-01-01 17:18:20,10.6,female,25,160,60,55,10
2024-01-01 17:18:25,11.0,female,25,160,60,55,10
2024-01-01 17:18:30,11.5,female,25,160,60,55,10
2024-01-01 17:18:35,11.5,female,25,160,60,55,10
2024-01-01 17:18:40,11.0,female,25,160,60,55,10
2024-01-01 17:18:45,10.8,female,25,160,60,55,10
2024-01-01 17:18:50,11.0,female,25,160,60,55,10
2024-01-01 17:18:55,11.0,female,25,160,60,55,10
2024-01-01 17:19:00,10.4,female,25,160,60,55,10
2024-01-01 17:19:05,10.3,female,25,160,60,55,10
2024-01-01 17:19:10,10.1,female,25,160,60,55,10
2024-01-01 17:19:15,10.1,female,25,160,60,55,10
2024-01-01 17:19:20,9.9,female,25,160,60,55,10
2024-01-01 17:19:25,10.2,female,25,160,60,55,10
2024-01-01 17:19:30,10.2,female,25,160,60,55,10
2024-01-01 17:19:35,10.0,female,25,160,60,55,10
2024-01-01 17:19:40,10.2,female,25,160,60,55,10
2024-01-01 17:19:45,9.5,female,25,160,60,55,10
2024-01-01 17:19:50,10.2,female,25,160,60,55,10
2024-01-01 17:19:55,10.6,female,25,160,60,55,10
2024-01-01 17:20:00,10.6,female,25,160,60,55,10
2024-01-01 17:20:05,10.8,female,25,160,60,55,10
2024-01-01 17:20:10,10.6,female,25,160,60,55,10
2024-01-01 17:20:15,10.4,female,25,160,60,55,10
2024-01-01 17:20:20,10.4,female,25,160,60,55,10
2024-01-01 17:20:25,10.8,female,25,160,60,55,10
2024-01-01 17:20:30,11.0,female,25,160,60,55,10
2024-01-01 17:20:35,11.2,female,25,160,60,55,10
2024-01-01 17:20:40,10.7,female,25,160,60,55,10
2024-01-01 17:20:45,10.7,female,25,160,60,55,10
2024-01-01 17:20:50,11.0,female,25,160,60,55,10
2024-01-01 17:20:55,11.2,female,25,160,60,55,10
2024-01-01 17:21:00,11.5,female,25,160,60,55,10
2024-01-01 17:21:05,11.0,female,25,160,60,55,10
2024-01-01 17:21:10,11.6,female,25,160,60,55,10
2024-01-01 17:21:15,12.0,female,25,160,60,55,10
2024-01-01 17:21:20,12.1,female,25,160,60,55,10
2024-01-01 17:21:25,12.1,female,25,160,60,55,10
2024-01-01 17:21:30,12.2,female,25,160,60,55,10
2024-01-01 17:21:35,12.1,female,25,160,60,55,10
2024-01-01 17:21:40,11.7,female,25,160,60,55,10
2024-01-01 17:21:45,11.6,female,25,160,60,55,10
2024-01-01 17:21:50,11.2,female,25,160,60,55,10
2024-01-01 17:21:55,11.0,female,25,160,60,55,10
2024-01-01 17:22:00,10.7,female,25,160,60,55,10
2024-01-01 17:22:05,10.5,female,25,160,60,55,10
2024-01-01 17:22:10,10.5,female,25,160,60,55,10
2024-01-01 17:22:15,10.7,female,25,160,60,55,10
2024-01-01 17:22:20,11.2,female,25,160,60,55,10
2024-01-01 17:22:25,11.5,female,25,160,60,55,10
2024-01-01 17:22:30,11.6,female,25,160,60,55,10
2024-01-01 17:22:35,11.6,female,25,160,60,55,10
2024-01-01 17:22:40,12.1,female,25,160,60,55,10
2024-01-01 17:22:45,12.4,female,25,160,60,55,10
2024-01-01 17:22:50,12.1,female,25,160,60,55,10
2024-01-01 17:22:55,11.9,female,25,160,60,55,10
2024-01-01 17:23:00,11.8,female,25,160,60,55,10
2024-01-01 17:23:05,11.8,female,25,160,60,55,10
2024-01-01 17:23:10,11.1,female,25,160,60,55,10
2024-01-01 17:23:15,10.9,female,25,160,60,55,10
2024-01-01 17:23:20,11.1,female,25,160,60,55,10
2024-01-01 17:23:25,10.5,female,25,160,60,55,10
2024-01-01 17:23:30,10.0,female,25,160,60,55,10
2024-01-01 17:23:35,10.0,female,25,160,60,55,10
2024-01-01 17:23:40,10.3,female,25,160,60,55,10
2024-01-01 17:23:45,10.4,female,25,160,60,55,10
2024-01-01 17:23:50,10.1,female,25,160,60,55,10
2024-01-01 17:23:55,10.1,female,25,160,60,55,10
2024-01-01 17:24:00,10.9,female,25,160,60,55,10
