timestamp,speed,gender,age,height,current_weight,target_weight,weeks_to_achieve
01/01/24 9:16,0,female,25,160,60,55,10
01/01/24 9:16,0.4,female,25,160,60,55,10
01/01/24 9:16,0.4,female,25,160,60,55,10
01/01/24 9:16,0.4,female,25,160,60,55,10
01/01/24 9:16,0.4,female,25,160,60,55,10
01/01/24 9:16,0.4,female,25,160,60,55,10
01/01/24 9:16,0.4,female,25,160,60,55,10
01/01/24 9:16,0.4,female,25,160,60,55,10
01/01/24 9:16,0.4,female,25,160,60,55,10
01/01/24 9:16,0.4,female,25,160,60,55,10
01/01/24 9:16,0.6,female,25,160,60,55,10
01/01/24 9:16,0.6,female,25,160,60,55,10
01/01/24 9:17,1,female,25,160,60,55,10
01/01/24 9:17,1,female,25,160,60,55,10
01/01/24 9:17,1,female,25,160,60,55,10
01/01/24 9:17,1,female,25,160,60,55,10
01/01/24 9:17,2,female,25,160,60,55,10
01/01/24 9:17,2,female,25,160,60,55,10
01/01/24 9:17,2,female,25,160,60,55,10
01/01/24 9:17,2,female,25,160,60,55,10
01/01/24 9:17,2,female,25,160,60,55,10
01/01/24 9:17,2,female,25,160,60,55,10
01/01/24 9:17,3,female,25,160,60,55,10
01/01/24 9:17,3,female,25,160,60,55,10
01/01/24 9:18,3,female,25,160,60,55,10
01/01/24 9:18,4,female,25,160,60,55,10
01/01/24 9:18,4,female,25,160,60,55,10
01/01/24 9:18,4,female,25,160,60,55,10
01/01/24 9:18,4,female,25,160,60,55,10
01/01/24 9:18,4,female,25,160,60,55,10
01/01/24 9:18,4,female,25,160,60,55,10
01/01/24 9:18,4,female,25,160,60,55,10
01/01/24 9:18,4,female,25,160,60,55,10
01/01/24 9:18,4,female,25,160,60,55,10
01/01/24 9:18,4,female,25,160,60,55,10
01/01/24 9:18,4,female,25,160,60,55,10
01/01/24 9:19,4,female,25,160,60,55,10
01/01/24 9:19,4,female,25,160,60,55,10
01/01/24 9:19,4,female,25,160,60,55,10
01/01/24 9:19,4,female,25,160,60,55,10
01/01/24 9:19,4,female,25,160,60,55,10
01/01/24 9:19,4,female,25,160,60,55,10
01/01/24 9:19,4,female,25,160,60,55,10
01/01/24 9:19,4,female,25,160,60,55,10
01/01/24 9:19,4,female,25,160,60,55,10
01/01/24 9:19,4,female,25,160,60,55,10
